run,profile,attacks,success,ASR,ASR_lo,ASR_hi,benign,overdefense,ODR,ODR_lo,ODR_hi,LeakageRate,LR_lo,LR_hi,LeakageRateBenign,LRB_lo,LRB_hi,fisher_p_baseline_gt_profile
2025-11-08_22-30-07_seed101,baseline,2377,274,0.11527135044173328,0.1030491872070424,0.1287350692508421,52,0,0.0,0.0,0.06879459041288215,0.08582246529238537,0.07521952995467002,0.09776199052951508,0.057692307692307696,0.01981381269057321,0.15642755575159176,
2025-11-09_13-09-44_seed101,defended,2377,0,0.0,0.0,0.001613547075118311,52,0,0.0,0.0,0.06879459041288215,0.0,0.0,0.001613547075118311,0.0,0.0,0.06879459041288215,7.767e-87
2025-11-09_19-55-35_seed303,defended_no_rag,2377,0,0.0,0.0,0.001613547075118311,52,3,0.057692307692307696,0.01981381269057321,0.15642755575159176,0.0,0.0,0.001613547075118311,0.0,0.0,0.06879459041288215,7.767e-87
2025-11-09_13-17-10_seed303,defended_only_input,2377,7,0.002944888514934792,0.001427220275682467,0.006066600396805783,52,0,0.0,0.0,0.06879459041288215,0.014724442574673959,0.01060624729210834,0.020408667769859664,0.057692307692307696,0.01981381269057321,0.15642755575159176,2.384e-75
2025-11-09_17-29-10_seed303,defended_only_rag,2377,222,0.09339503575936053,0.08234413356396239,0.10575809045631682,52,0,0.0,0.0,0.06879459041288215,0.005889777029869584,0.0035116575491262185,0.009862436720731971,0.038461538461538464,0.010611488322077558,0.1298142874436598,7.733e-03
2025-11-09_17-55-18_seed303,defended_only_tool,2377,5,0.002103491796381994,0.0008987970098187153,0.004914945491992409,52,0,0.0,0.0,0.06879459041288215,0.036600757257046694,0.029768592998020715,0.044928354501552546,0.038461538461538464,0.010611488322077558,0.1298142874436598,4.502e-78
