run,profile,attacks,success,ASR,ASR_lo,ASR_hi,benign,overdefense,ODR,ODR_lo,ODR_hi,LeakageRate,LR_lo,LR_hi,LeakageRateBenign,LRB_lo,LRB_hi
2025-11-08_22-30-07_seed101,baseline,2377,274,0.11527135044173328,0.1030491872070424,0.1287350692508421,52,0,0.0,0.0,0.06879459041288215,0.08582246529238537,0.07521952995467002,0.09776199052951508,0.057692307692307696,0.01981381269057321,0.15642755575159176
2025-11-09_13-09-44_seed101,defended,2377,0,0.0,0.0,0.001613547075118311,52,0,0.0,0.0,0.06879459041288215,0.0,0.0,0.001613547075118311,0.0,0.0,0.06879459041288215
